source,target,weight
brilliant,character,1
actor,new,1
actor,comfortable,1
actor,weird,1
comfortable,children,1
creeps,new,1
creeps,comfortable,1
creeps,young,1
creeps,weird,1
new,version,1
new,children,1
new,character,1
version,comfortable,1
version,young,1
version,weird,1
little,story,1
little,character,1
nourishing,line,1
burton,art,1
nauseam,art,1
nauseam,shameful,1
nauseam,wrong,1
quirky,visuals,1
quirky,burton,1
quirky,direction,1
quirky,beetlejuice,1
quirky,edward,1
quirky,scissorhands,1
quirky,johnny,1
quirky,depp,1
quirky,mediocre,1
quirky,portrayal,1
quirky,willy,1
quirky,wonka,1
quirky,everything,1
quirky,mess,1
visuals,comfortable,1
visuals,wonderful,1
visuals,art,1
visuals,shameful,1
visuals,wrong,1
burton,comfortable,1
nauseam,wonderful,1
nauseam,comfortable,1
nauseam,quirky,1
danny,wrong,1
choir,comfortable,1
choir,wonderful,1
choir,art,1
choir,shameful,1
choir,wrong,1
danny,quirky,1
danny,comfortable,1
danny,wonderful,1
danny,art,1
danny,shameful,1
elfman,quirky,1
ad,wrong,1
elfman,comfortable,1
elfman,wonderful,1
elfman,art,1
elfman,shameful,1
elfman,wrong,1
ad,quirky,1
ad,comfortable,1
ad,wonderful,1
ad,art,1
ad,shameful,1
burton,wonderful,1
burton,shameful,1
eerie,wrong,1
burton,wrong,1
art,edward,1
art,scissorhands,1
art,johnny,1
art,depp,1
art,mediocre,1
art,portrayal,1
art,willy,1
art,wonka,1
art,everything,1
art,mess,1
direction,shameful,1
direction,wrong,1
beetlejuice,shameful,1
beetlejuice,wrong,1
edward,shameful,1
edward,wrong,1
scissorhands,shameful,1
scissorhands,wrong,1
johnny,shameful,1
johnny,wrong,1
depp,shameful,1
depp,wrong,1
mediocre,shameful,1
art,beetlejuice,1
art,direction,1
wonderful,mess,1
comfortable,everything,1
comfortable,direction,1
comfortable,beetlejuice,1
comfortable,edward,1
comfortable,scissorhands,1
comfortable,johnny,1
comfortable,depp,1
comfortable,mediocre,1
comfortable,portrayal,1
comfortable,willy,1
comfortable,wonka,1
comfortable,mess,1
wonderful,everything,1
wonderful,direction,1
wonderful,beetlejuice,1
wonderful,edward,1
wonderful,scissorhands,1
wonderful,johnny,1
wonderful,depp,1
wonderful,mediocre,1
wonderful,portrayal,1
wonderful,willy,1
wonderful,wonka,1
choir,quirky,1
eerie,shameful,1
portrayal,shameful,1
heavy,scissorhands,1
twisted,whimsy,1
twisted,films,1
whimsy,early,1
whimsy,memorable,1
early,films,1
boy,wrong,1
moment,uninspired,1
charlie,uninspired,1
chocolate,uninspired,1
factory,uninspired,1
soulless,uninspired,1
uninspired,mountain,1
uninspired,drivel,1
heavy,eerie,1
heavy,choir,1
heavy,danny,1
heavy,elfman,1
heavy,ad,1
heavy,nauseam,1
heavy,visuals,1
heavy,burton,1
heavy,direction,1
heavy,beetlejuice,1
films,early,1
films,twisted,1
larger,whimsy,1
time,fool,1
grandpa,unfunny,1
grandpa,ridiculous,1
joe,unfunny,1
joe,ridiculous,1
performance,unfunny,1
performance,ridiculous,1
comedy,unfunny,1
comedy,ridiculous,1
roald,fool,1
dahl,fool,1
thing,fool,1
least,whimsy,1
fool,thing,1
unimpressive,one,1
fan,honest,1
works,honest,1
planet,worse,1
apes,worse,1
tim,worse,1
burton,worse,1
smaller,films,1
personal,films,1
heavy,edward,1
heavy,johnny,1
eerie,art,1
heavy,depp,1
oh-so,eerie,1
oh-so,choir,1
oh-so,danny,1
oh-so,elfman,1
oh-so,ad,1
oh-so,nauseam,1
oh-so,visuals,1
oh-so,burton,1
oh-so,direction,1
oh-so,beetlejuice,1
oh-so,edward,1
oh-so,scissorhands,1
oh-so,johnny,1
oh-so,depp,1
oh-so,mediocre,1
oh-so,portrayal,1
oh-so,willy,1
oh-so,wonka,1
oh-so,everything,1
oh-so,mess,1
eerie,quirky,1
eerie,comfortable,1
eerie,wonderful,1
oompah-pounding,mess,1
oompah-pounding,everything,1
oompah-pounding,wonka,1
oompah-pounding,ad,1
heavy,mediocre,1
heavy,portrayal,1
heavy,willy,1
heavy,wonka,1
heavy,everything,1
heavy,mess,1
oompah-pounding,eerie,1
oompah-pounding,choir,1
oompah-pounding,danny,1
oompah-pounding,elfman,1
oompah-pounding,nauseam,1
oompah-pounding,willy,1
oompah-pounding,visuals,1
oompah-pounding,burton,1
oompah-pounding,direction,1
oompah-pounding,beetlejuice,1
oompah-pounding,edward,1
oompah-pounding,scissorhands,1
oompah-pounding,johnny,1
oompah-pounding,depp,1
oompah-pounding,mediocre,1
oompah-pounding,portrayal,1
mediocre,wrong,1
portrayal,wrong,1
doubt,spent,1
flat,joyless,1
touching,work,1
none,new,1
depth,new,1
new,movie,1
main,beef,1
main,bat,1
beef,this___________,1
bat,this___________,1
dead,space,1
space,dead,1
whys,bad,1
film,bad,1
overall,feel,1
overall,film,1
overall,experience,1
overall,joyless,1
overall,hint,1
overall,smarm,1
feel,flat,1
feel,perverse,1
film,flat,1
film,perverse,1
experience,flat,1
touching,mom,1
touching,scene,1
shop,touching,1
ditzy,kay,1
demise,stupid,1
stupid,songs,1
talented,actors,1
talented,movie,1
actors,awful,1
awful,movie,1
absolute,ditzy,1
ditzy,valley,1
ditzy,girl,1
ditzy,way,1
original,charlie,1
candy,touching,1
original,better,1
original,movie,1
original,charlie,1
original,lot,1
attention,touching,1
development,touching,1
character,touching,1
scenes,touching,1
school,touching,1
window,touching,1
experience,perverse,1
flat,hint,1
oompa-loompas,stupid,1
flat,smarm,1
piece,charismatic,1
dialogue,talented,1
dialogue,charismatic,1
talented,johnny,1
talented,depp,1
talented,milk,1
talented,dud,1
talented,actors,1
talented,hipster,1
talented,amazement,1
charismatic,johnny,1
charismatic,depp,1
charismatic,milk,1
charismatic,dud,1
charismatic,actors,1
charismatic,hipster,1
charismatic,amazement,1
actors,hard,1
actors,spent,1
actors,brief,1
talent,hard,1
talent,spent,1
talent,brief,1
piece,talented,1
lame,amazement,1
lame,hipster,1
many,actors,1
joyless,perverse,1
hint,perverse,1
perverse,smarm,1
many,times,1
many,piece,1
many,dialogue,1
many,johnny,1
many,depp,1
many,milk,1
many,dud,1
many,hipster,1
lame,actors,1
many,amazement,1
times,lame,1
times,talented,1
times,charismatic,1
lame,piece,1
lame,dialogue,1
lame,johnny,1
lame,depp,1
lame,milk,1
lame,dud,1
child,stupid,1
songs,stupid,1
willy,shameful,1
reimagined,piece,1
acting,musical,1
musical,score,1
single,character,1
single,charlie,1
character,least,1
least,charlie,1
fact,unfulfilled,1
mystery,unfulfilled,1
wonka,unfulfilled,1
character,unfulfilled,1
unfulfilled,man-child,1
unfulfilled,void,1
unfulfilled,loveless,1
unfulfilled,relationship,1
unfulfilled,love,1
unfulfilled,candy,1
moral,sort,1
tim,reimagined,1
burton,reimagined,1
lesson,reimagined,1
screen,reimagined,1
creepy,reimagined,1
giggling,reimagined,1
acting,flat,1
story,musical,1
flat,story,1
small,mel,1
willy,wrong,1
wonka,shameful,1
wonka,wrong,1
everything,shameful,1
everything,wrong,1
shameful,mess,1
mess,wrong,1
burton,small,1
book,small,1
small,references,1
small,stuart,1
dark,story,1
small,film,1
charm,dark,1
lightheartedness,dark,1
mel,dark,1
stuart,dark,1
version,dark,1
smart,dark,1
dark,sarcasm,1
dark,roald,1
dark,dahl,1
visuals,reimagined,1
reimagined,genius,1
film,stupid,1
flavorless,gobstopper,1
best,music,1
things,wonderful,1
wonderful,music,1
gene,golden,1
wilder,golden,1
sings,golden,1
chocolate,golden,1
room,golden,1
opening,golden,1
candy,golden,1
store,golden,1
grandpa,golden,1
joe,golden,1
charlie,golden,1
golden,ticket,1
many,songs,1
many,version,1
great,songs,1
great,version,1
new,film,1
new,oompa-loompas,1
new,child,1
new,demise,1
best,things,1
original,music,1
original,things,1
chocolate,favorite,1
original,willy,1
original,wonka,1
original,chocolate,1
original,factory,1
original,movies,1
willy,all-time,1
willy,favorite,1
wonka,all-time,1
wonka,favorite,1
chocolate,all-time,1
factory,all-time,1
better,kids,1
factory,favorite,1
all-time,movies,1
favorite,movies,1
slim,possibility,1
slim,remake,1
slim,chance,1
slim,kids,1
possibility,better,1
remake,better,1
better,chance,1
factory-tour,ridiculous,1
factory-tour,unfunny,1
factory-tour,dull,1
cinema,brilliant,1
lot,skilled,1
lot,strong,1
good,movie,1
good,actors,1
good,line,1
good,charterers,1
good,art,1
good,story,1
good,everyone,1
skilled,actors,1
skilled,line,1
skilled,charterers,1
skilled,art,1
skilled,story,1
skilled,everyone,1
actors,strong,1
strong,line,1
strong,charterers,1
strong,art,1
strong,story,1
strong,everyone,1
exquisite,cinema,1
exquisite,eye-craft,1
lot,good,1
depp,strong,1
depp,skilled,1
extreme,movie,1
real,till,1
real,nothing,1
real,debris,1
real,end,1
good,minute,1
good,till,1
good,nothing,1
good,debris,1
good,end,1
extreme,efforts,1
extreme,tale,1
depp,good,1
efforts,unpredictable,1
efforts,brilliant,1
movie,unpredictable,1
movie,brilliant,1
unpredictable,tale,1
brilliant,tale,1
movie,good,1
johnny,good,1
johnny,skilled,1
johnny,strong,1
exquisite,director,1
eye-craft,brilliant,1
opening,good,1
brilliant,director,1
old,sweets,1
old,past,1
old,sell-by-date,1
sweets,long,1
sweets,1971-classic,1
long,past,1
long,sell-by-date,1
past,1971-classic,1
sell-by-date,1971-classic,1
great,film,1
great,step-brother,1
film,shame,1
film,7-year-old,1
film,non-stop,1
film,all-day,1
film,everyday,1
shame,step-brother,1
7-year-old,step-brother,1
step-brother,non-stop,1
step-brother,all-day,1
step-brother,everyday,1
film,narrative,1
music,narrative,1
soggy,sell-by-date,1
soggy,past,1
soggy,sweets,1
part,stale,1
senseless-hopeless,cinema,1
local,odeon,1
local,cinema,1
odeon,nice,1
cinema,nice,1
spite,stale,1
spite,soggy,1
spite,old,1
spite,long,1
spite,1971-classic,1
part,soggy,1
stale,sell-by-date,1
part,old,1
part,long,1
part,1971-classic,1
film,stale,1
film,soggy,1
film,old,1
film,long,1
film,1971-classic,1
stale,sweets,1
stale,past,1
real,minute,1
opening,real,1
unexciting,comedy,1
father,entire,1
famous,works,1
famous,literature,1
famous,home,1
famous,points,1
works,didactic,1
works,wise,1
literature,didactic,1
literature,wise,1
home,didactic,1
home,wise,1
didactic,points,1
points,wise,1
depp,nightmarish,1
depp,entire,1
wonka,nightmarish,1
wonka,entire,1
dark,nightmarish,1
dark,entire,1
nightmarish,past,1
nightmarish,father,1
nightmarish,candy,1
nightmarish,apartment,1
nightmarish,complex,1
lines,wise,1
lines,didactic,1
lines,famous,1
insightful,works,1
contrast,famous,1
contrast,didactic,1
contrast,wise,1
wise,insightful,1
wise,famous,1
wise,didactic,1
insightful,character,1
insightful,gene,1
insightful,wilder,1
insightful,lines,1
insightful,literature,1
wilder,wise,1
insightful,home,1
insightful,points,1
character,famous,1
character,didactic,1
character,wise,1
gene,famous,1
gene,didactic,1
gene,wise,1
wilder,famous,1
wilder,didactic,1
past,entire,1
candy,entire,1
pathetic,movie,1
entire,apartment,1
repetitious,lucas,1
repetitious,star,1
repetitious,wars,1
repetitious,formulaic,1
repetitious,mind,1
motifs/moods/tones,episode,1
movies,episode,1
george,episode,1
lucas,episode,1
star,episode,1
wars,episode,1
episode,formulaic,1
episode,mind,1
pedophilia,undertones,1
pedophilia,creepy,1
pedophilia,portrayal,1
pedophilia,depp,1
pedophilia,forever,1
undertones,original,1
creepy,original,1
portrayal,original,1
depp,original,1
original,forever,1
repetitious,george,1
repetitious,movies,1
repetitious,motifs/moods/tones,1
soundtrack,difficult,1
entire,complex,1
poor,bad,1
poor,forgettable,1
character,bad,1
character,forgettable,1
portrayals,bad,1
portrayals,forgettable,1
songs,bad,1
songs,forgettable,1
fact,difficult,1
lyrics,difficult,1
talent,episode,1
difficult,regard,1
nightmare,repetitious,1
nightmare,episode,1
christmas,repetitious,1
christmas,episode,1
tim,repetitious,1
tim,episode,1
burton,repetitious,1
burton,episode,1
talent,repetitious,1
songs,narrative,1
actors,narrative,1
voices,narrative,1
veruca,unfunny,1
ridiculous,performance,1
ridiculous,comedy,1
willy,rational,1
willy,unexciting,1
willy,unfunny,1
willy,ridiculous,1
wonka,rational,1
wonka,unexciting,1
wonka,unfunny,1
wonka,ridiculous,1
girlie,rational,1
girlie,unexciting,1
girlie,unfunny,1
girlie,ridiculous,1
drag,rational,1
drag,unexciting,1
drag,unfunny,1
drag,ridiculous,1
queen,rational,1
queen,unexciting,1
queen,unfunny,1
queen,ridiculous,1
veruca,rational,1
ridiculous,joe,1
ridiculous,grandpa,1
ridiculous,factory-tour,1
ridiculous,girlie,1
entertaining,acting,1
worst,acting,1
johnny,rational,1
johnny,unexciting,1
johnny,unfunny,1
depp,rational,1
depp,unexciting,1
depp,unfunny,1
ridiculous,willy,1
ridiculous,wonka,1
ridiculous,drag,1
ridiculous,factory,1
ridiculous,queen,1
ridiculous,veruca,1
ridiculous,salt,1
ridiculous,attitude,1
ridiculous,spoilt,1
ridiculous,i-want-it-right-now,1
ridiculous,kind,1
ridiculous,girl,1
ridiculous,voice,1
ridiculous,boat-ride,1
veruca,unexciting,1
veruca,ridiculous,1
picture,narrative,1
salt,rational,1
rational,factory-tour,1
rational,grandpa,1
rational,joe,1
rational,performance,1
rational,comedy,1
voice,unexciting,1
voice,unfunny,1
voice,ridiculous,1
dull,boat-ride,1
dull,factory,1
dull,factory-tour,1
boat-ride,unexciting,1
boat-ride,dull,1
boat-ride,unfunny,1
boat-ride,ridiculous,1
factory,unexciting,1
factory,dull,1
factory,unfunny,1
factory,ridiculous,1
unexciting,factory-tour,1
unexciting,grandpa,1
unexciting,joe,1
unexciting,performance,1
rational,factory,1
rational,boat-ride,1
rational,voice,1
spoilt,ridiculous,1
salt,unexciting,1
salt,unfunny,1
salt,ridiculous,1
attitude,rational,1
attitude,unexciting,1
attitude,unfunny,1
attitude,ridiculous,1
spoilt,rational,1
spoilt,unexciting,1
spoilt,unfunny,1
i-want-it-right-now,rational,1
girl,ridiculous,1
i-want-it-right-now,unexciting,1
i-want-it-right-now,unfunny,1
i-want-it-right-now,ridiculous,1
kind,rational,1
kind,unexciting,1
kind,unfunny,1
kind,ridiculous,1
girl,rational,1
girl,unexciting,1
girl,unfunny,1
rubbish,acting,1
poor,acting,1
comparison,worst,1
comparison,entertaining,1
original,oompa,1
original,loompa,1
original,theme,1
original,classics,1
original,songs,1
original,comparison,1
original,acting,1
pure,imagination,1
pure,candy,1
pure,man,1
pure,oompa,1
pure,loompa,1
pure,theme,1
pure,classics,1
pure,songs,1
pure,comparison,1
pure,acting,1
imagination,new,1
imagination,2005-update,1
imagination,incompetent,1
imagination,poor,1
imagination,rubbish,1
imagination,entertaining,1
original,man,1
original,candy,1
original,imagination,1
fifty,dullness,1
narrative,settings,1
narrative,introduction,1
narrative,ohh,1
stupidity,new,1
stupidity,updated,1
new,version,1
updated,version,1
hour,fifty,1
hour,idiotic,1
fifty,minutes,1
minutes,idiotic,1
songs,new,1
idiotic,dullness,1
warner,pathetic,1
bros.,pathetic,1
pathetic,songs,1
pathetic,anyone,1
pathetic,people,1
pathetic,sister,1
pathetic,nat,1
songs,original,1
songs,pure,1
imagination,worst,1
candy,new,1
candy,2005-update,1
classics,rubbish,1
theme,2005-update,1
theme,incompetent,1
theme,poor,1
theme,rubbish,1
theme,entertaining,1
theme,worst,1
classics,new,1
classics,2005-update,1
classics,incompetent,1
classics,poor,1
classics,entertaining,1
loompa,worst,1
classics,worst,1
new,songs,1
new,comparison,1
new,acting,1
2005-update,comparison,1
2005-update,acting,1
incompetent,comparison,1
incompetent,acting,1
comparison,poor,1
comparison,rubbish,1
theme,new,1
loompa,entertaining,1
candy,incompetent,1
man,worst,1
candy,poor,1
candy,rubbish,1
candy,entertaining,1
candy,worst,1
man,new,1
man,2005-update,1
man,incompetent,1
man,poor,1
man,rubbish,1
man,entertaining,1
oompa,new,1
loompa,rubbish,1
oompa,2005-update,1
oompa,incompetent,1
oompa,poor,1
oompa,rubbish,1
oompa,entertaining,1
oompa,worst,1
loompa,new,1
loompa,2005-update,1
loompa,incompetent,1
loompa,poor,1
doubt,hard,1
doubt,brief,1
stark,points,1
genuine,charm,1
whimsical,roald,1
whimsical,dahl,1
whimsical,story,1
magic,original,1
roald,original,1
dahl,original,1
original,story,1
vibrant,world,1
vibrant,willy,1
vibrant,wonka,1
vibrant,chocolate,1
vibrant,factory,1
vibrant,feels,1
world,two-dimensional,1
willy,two-dimensional,1
wonka,two-dimensional,1
chocolate,two-dimensional,1
factory,two-dimensional,1
feels,two-dimensional,1
posh,genuine,1
portrayal,genuine,1
bucket,genuine,1
freddie,genuine,1
whimsical,magic,1
film,original,1
film,whimsical,1
lackluster,aspects,1
charlie,lackluster,1
charlie,flat,1
charlie,several,1
chocolate,lackluster,1
chocolate,flat,1
chocolate,several,1
factory,lackluster,1
factory,flat,1
factory,several,1
lackluster,adaptation,1
adaptation,flat,1
execution,original,1
adaptation,several,1
flat,aspects,1
several,aspects,1
flat,execution,1
flat,film,1
flat,magic,1
flat,roald,1
flat,dahl,1
flat,story,1
execution,whimsical,1
highmore,genuine,1
genuine,relatability,1
movies,old,1
genuine,character,1
little,humour,1
deficit,genuine,1
deficit,original,1
film,genuine,1
film,original,1
genuine,connection,1
genuine,characters,1
connection,original,1
characters,original,1
missed,opportunity,1
missed,feelings,1
missed,wonder,1
missed,joy,1
forgettable,songs,1
forgettable,film,1
forgettable,numbers,1
forgettable,impression,1
songs,musical,1
songs,lasting,1
film,musical,1
film,lasting,1
musical,numbers,1
musical,impression,1
flat,humour,1
moments,little,1
moments,flat,1
dull,lack,1
genuine,book,1
genuine,film,1
polished,drama,1
polished,school,1
polished,student,1
polished,innocence,1
dull,willy,1
dull,wonka,1
dull,johnny,1
dull,depp,1
dull,depth,1
emotional,humour,1
eccentric,willy,1
eccentric,wonka,1
eccentric,johnny,1
eccentric,depp,1
eccentric,lack,1
eccentric,depth,1
mediocre,poor,1
acting,poor,1
poor,dialogue,1
emotional,moments,1
years,old,1
classic,years,1
lasting,impression,1
tim,great,1
original,school,1
original,paper,1
original,round,1
original,boy,1
original,money,1
original,friends,1
film,lonely,1
charlie,lonely,1
school,lonely,1
paper,lonely,1
round,lonely,1
lonely,boy,1
lonely,money,1
lonely,friends,1
new,version,1
new,charlie,1
new,street,1
new,house,1
new,anyone,1
new,parents,1
sorrowful,character,1
character,original,1
original,thousands,1
original,charlie,1
original,film,1
aspect,lonely,1
dark,factory,1
family,bizarre,1
factory,bizarre,1
wilder,quirky,1
quirky,version,1
dark,side,1
dark,insane,1
dark,depp,1
dark,version,1
dark,willy,1
dark,wonla,1
dark,children,1
aspect,original,1
dark,everyone,1
side,little,1
little,insane,1
little,depp,1
little,version,1
little,willy,1
little,wonla,1
little,factory,1
little,children,1
little,everyone,1
original,times,1
burton,great,1
classic,movies,1
movie,great,1
depp,terrible,1
great,actor,1
great,performance,1
actor,terrible,1
performance,terrible,1
actor,umpa,1
actor,big,1
umpa,lumpas,1
umpa,mistake,1
lumpas,big,1
big,mistake,1
freddie,great,1
freddie,awful,1
highmore,great,1
highmore,awful,1
great,casting,1
great,rest,1
great,children,1
casting,awful,1
rest,awful,1
children,awful,1
stupid,movies,1
stupid,years,1
depp,great,1
johhny,terrible,1
johhny,great,1
movie,total,1
many,changes,1
many,version,1
changes,updated,1
updated,version,1
audience,much,1
audience,small,1
much,detail,1
much,details,1
detail,small,1
small,details,1
total,garbage,1
long,guy,1
soul,original,1
course,supreme,1
thats,supreme,1
hollywood,supreme,1
supreme,master,1
supreme,tim,1
supreme,burton,1
addition,long,1
long,list,1
long,stories,1
numbers,lasting,1
catchy,memorable,1
hard,hours,1
wonka,hot,1
unnecessary,christopher,1
unnecessary,lee,1
unnecessary,sense,1
unnecessary,mystery,1
johnny,plain,1
johnny,snippy,1
johnny,oblivious,1
johnny,next,1
johnny,paternal,1
johnny,nourishing,1
johnny,hot,1
depp,plain,1
depp,snippy,1
depp,oblivious,1
depp,next,1
depp,paternal,1
depp,nourishing,1
depp,hot,1
wonka,plain,1
wonka,snippy,1
wonka,oblivious,1
wonka,next,1
wonka,paternal,1
unnecessary,heroes,1
unnecessary,movie,1
unnecessary,horror,1
awful,burton,1
vibrant,colors,1
tim,faithful,1
burton,faithful,1
version,faithful,1
faithful,source,1
faithful,material,1
awful,counterproductive,1
awful,story,1
awful,nothing,1
awful,excuse,1
awful,horror,1
unnecessary,burton,1
awful,movie,1
awful,heroes,1
awful,christopher,1
awful,lee,1
awful,sense,1
awful,mystery,1
unnecessary,counterproductive,1
unnecessary,story,1
unnecessary,nothing,1
unnecessary,excuse,1
wonka,nourishing,1
warmth,plain,1
many,films,1
warmth,snippy,1
snippy,chocolate,1
snippy,line,1
snippy,book,1
oblivious,kids,1
oblivious,charlie,1
oblivious,chocolate,1
oblivious,line,1
oblivious,book,1
kids,next,1
kids,paternal,1
kids,nourishing,1
kids,hot,1
next,charlie,1
next,chocolate,1
next,line,1
next,book,1
paternal,charlie,1
paternal,chocolate,1
paternal,line,1
paternal,book,1
charlie,nourishing,1
charlie,hot,1
nourishing,chocolate,1
snippy,charlie,1
snippy,kids,1
minute,hot,1
plain,line,1
warmth,oblivious,1
warmth,next,1
warmth,paternal,1
warmth,nourishing,1
warmth,hot,1
plain,creepy,1
plain,minute,1
plain,kids,1
plain,charlie,1
plain,chocolate,1
plain,book,1
minute,nourishing,1
creepy,snippy,1
creepy,oblivious,1
creepy,next,1
creepy,paternal,1
creepy,nourishing,1
creepy,hot,1
minute,snippy,1
minute,oblivious,1
minute,next,1
minute,paternal,1
roots,vibrant,1
reminiscent,roots,1
catchy,original,1
fellow,oompa,1
small,child,1
cocky,child,1
grandpa,child,1
child,predator,1
stuff,much,1
movie,over-,1
many,add-ons,1
many,background,1
many,distortions,1
many,character,1
book,great,1
book,fellow,1
nothing,great,1
nothing,fellow,1
great,man,1
great,background,1
great,makers,1
great,oompa,1
great,loompas,1
candy,fellow,1
man,fellow,1
background,fellow,1
fellow,candy,1
charlie,cocky,1
charlie,small,1
complete,house,1
summary,pales,1
catchy,delightful,1
tunes,memorable,1
tunes,original,1
tunes,delightful,1
memorable,lyrics,1
lyrics,original,1
lyrics,delightful,1
summary,charlie,1
summary,chocolate,1
summary,factory,1
summary,comparison,1
original,house,1
summary,predecessor,1
nostalgia,classic,1
stick,classic,1
remake,stupid,1
different,ones,1
much,computer,1
much,crap,1
one,little,1
little,house,1
little,wholes,1
fellow,makers,1
fellow,loompas,1
upside,vibrant,1
burton,warped,1
change,sensitive,1
veruca,fit,1
veruca,sensitive,1
fit,children,1
fit,end,1
fit,garbage,1
fit,fake,1
fit,ordeal,1
sensitive,children,1
sensitive,end,1
sensitive,garbage,1
sensitive,fake,1
sensitive,ordeal,1
wonka,stoned,1
stoned,george,1
stoned,bush,1
special,child,1
needs,child,1
charachter,terrible,1
terrible,johnny,1
terrible,depp,1
terrible,fan,1
upside,reminiscent,1
change,fit,1
bratty,children,1
hysteria,bratty,1
decision,ludicrous,1
burton,ludicrous,1
pace,warped,1
pace,ludicrous,1
flashbacks,warped,1
flashbacks,ludicrous,1
warped,daddy,1
warped,decision,1
warped,making,1
warped,charlie,1
daddy,ludicrous,1
making,ludicrous,1
worse,year,1
charlie,ludicrous,1
least,stars,1
least,character,1
least,lines,1
least,depp,1
stars,funny,1
character,funny,1
funny,lines,1
funny,depp,1
worse,case,1
charlie,bizarre,1
fact,bizarre,1
cold,childlike,1
original,movie,1
online,reviews,1
online,someone,1
online,......,1
online,movie,1
online,worthwhile,1
online,anything,1
online,waste,1
online,time,1
online,resources,1
reviews,original,1
reviews,great,1
reviews,good,1
reviews,least,1
reviews,watchable,1
someone,original,1
someone,great,1
someone,good,1
someone,least,1
someone,watchable,1
......,original,1
......,great,1
......,good,1
......,least,1
rambling,resources,1
rambling,time,1
rambling,waste,1
intellectual,......,1
fan,intellectual,1
fan,rambling,1
fan,online,1
fan,original,1
fan,great,1
fan,good,1
fan,least,1
fan,watchable,1
intellectual,reviews,1
intellectual,someone,1
intellectual,movie,1
rambling,anything,1
intellectual,worthwhile,1
intellectual,anything,1
intellectual,waste,1
intellectual,time,1
intellectual,resources,1
rambling,reviews,1
rambling,someone,1
rambling,......,1
rambling,movie,1
rambling,worthwhile,1
......,watchable,1
original,worthwhile,1
film,least,1
original,anything,1
watchable,resources,1
second,irony-stupefecated,1
second,individual,1
irony-stupefecated,silence,1
irony-stupefecated,gawking,1
irony-stupefecated,ww,1
irony-stupefecated,time,1
irony-stupefecated,characters,1
silence,individual,1
gawking,individual,1
ww,individual,1
time,individual,1
individual,characters,1
lives,original,1
tour,original,1
em,original,1
shot,original,1
original,chrissakes,1
whole,mumbling,1
whole,bit,1
whole,wonka,1
whole,teavee,1
mumbling,hostile,1
watchable,time,1
watchable,waste,1
watchable,anything,1
movie,least,1
original,waste,1
original,time,1
original,resources,1
great,movie,1
great,worthwhile,1
great,anything,1
great,waste,1
great,time,1
great,resources,1
movie,good,1
movie,watchable,1
worthwhile,watchable,1
good,worthwhile,1
good,anything,1
good,waste,1
good,time,1
good,resources,1
least,worthwhile,1
least,anything,1
least,waste,1
least,time,1
least,resources,1
film,watchable,1
film,good,1
wonka,cold,1
reasoning,idealized,1
lovable,eyes,1
tim,pretty,1
tim,weird,1
tim,funny,1
burton,pretty,1
burton,weird,1
burton,funny,1
pretty,guy,1
pretty,people,1
pretty,hi,1
pretty,whenever,1
pretty,something,1
weird,guy,1
weird,people,1
weird,hi,1
weird,whenever,1
weird,something,1
guy,funny,1
funny,people,1
funny,hi,1
funny,whenever,1
funny,something,1
reasoning,typical,1
lovable,charlie,1
weird,character,1
lovable,character,1
spent,motivation,1
hard,makeup,1
hard,chair,1
hard,moment,1
hard,characters,1
hard,motivation,1
spent,hours,1
spent,makeup,1
spent,chair,1
spent,moment,1
spent,characters,1
hours,brief,1
depp,weird,1
makeup,brief,1
chair,brief,1
brief,moment,1
brief,characters,1
brief,motivation,1
@,lovable,1
@,weird,1
focus,lovable,1
focus,weird,1
depp,lovable,1
reasoning,favorite,1
logic,typical,1
film,great,1
logic,favorite,1
last,positions,1
last,society,1
last,today,1
truly,positions,1
truly,society,1
truly,today,1
dictatorial,positions,1
dictatorial,society,1
dictatorial,today,1
mall,screen,1
popcorn,screen,1
annoying,screen,1
mirror,screen,1
images,screen,1
screen,ala,1
screen,mike,1
screen,teavee,1
screen,violet,1
screen,beauregarde,1
film,intellectual,1
film,rambling,1
film,online,1
film,original,1
director,dictatorial,1
director,truly,1
director,last,1
favorite,director,1
logic,idealized,1
typical,projection,1
typical,actor,1
typical,version,1
projection,favorite,1
projection,idealized,1
director,favorite,1
director,idealized,1
favorite,actor,1
favorite,version,1
actor,idealized,1
film,dictatorial,1
idealized,version,1
idealized,director,1
francis,last,1
francis,truly,1
francis,dictatorial,1
coppola,last,1
coppola,truly,1
coppola,dictatorial,1
film,last,1
film,truly,1
bit,hostile,1
wonka,hostile,1
teavee,hostile,1
current,michael,1
melancholy,bad,1
bad,relationship,1
bad,father,1
one,whole,1
whole,thing,1
whole,dad,1
whole,denist,1
whole,christopher,1
whole,lee,1
whole,burton,1
whole,stalwart,1
infect,willy,1
infect,wonka,1
infect,context,1
infect,michael,1
infect,jackson-isms,1
infect,surface,1
infect,children,1
infect,creepy,1
willy,current,1
willy,damn,1
wonka,current,1
wonka,damn,1
endless,father,1
endless,relationship,1
endless,melancholy,1
ironic,complexes,1
everything,bad,1
capable,script,1
capable,director,1
capable,slump,1
bad,script,1
bad,director,1
bad,slump,1
directors,ironic,1
ironic,staring,1
ironic,daddy,1
damn,main,1
character,bad,1
damn,endless,1
damn,bad,1
movie,main,1
movie,endless,1
movie,bad,1
main,character,1
main,melancholy,1
main,relationship,1
main,father,1
